-35.4514,-16.551,-9.56973,-6.4321,-1.19064,-0.69026,-3.41095,-4.99039,-1.22016,-5.46645,-7.52308,-13.9882,-6.4856,-19.9783,-19.6292,-9.36769,-9.6,-42.9664,-11.7048,-17.813,-9.31676,-11.4173,-8.73999,-17.7084,-13.2426,-9.96932,-13.8386,-7.29793,-6.36871,-20.1794,-7.02558,-8.31036,-7.05451,5.14381,3.8789,1.90988,11.7388
-2.76474,-17.5108,-12.9921,-5.97647,-2.64871,-16.3992,2.50091,-6.7829,-11.1428,-15.7938,-9.61623,-12.2788,-13.8748,-15.0079,-9.33518,-6.16658,-13.2535,-24.4015,-10.3124,-5.12328,-3.00315,-12.0599,-31.316,-9.00927,-9.09958,-34.2822,-9.35508,-17.8401,-8.00072,-11.3899,-19.6677,-3.34918,-5.57601,-5.29194,-2.21471,0.433707,5.58783
-5.18248,-4.82614,-6.77069,-3.60262,-7.67501,-9.95417,-8.3268,-1.92176,-14.4258,-6.52235,-17.1055,-4.35487,-13.1422,-6.54118,-8.51314,-7.64152,-13.8123,-5.37932,-9.12484,-16.9153,-12.448,-8.88543,-12.4465,-15.1584,-15.3626,-18.6671,-13.5191,-29.0665,-18.7259,-15.0819,-2.04652,1.79256,-10.7539,3.03808,2.44575,3.47522,8.57255
-0.248476,-4.76167,-6.77702,-7.42862,-14.2546,-6.27691,-8.90374,-20.7055,-8.20102,-4.24638,-2.37896,-12.0641,-9.84172,-8.31162,-11.1042,-13.5617,-7.22058,-5.79413,-18.8614,-17.8662,-13.431,-3.62297,-14.9694,-4.51184,-15.5423,-14.107,-31.0903,-11.9483,-3.94789,-22.3165,-5.0775,-7.36013,3.11872,-8.15667,-0.464442,-13.3347,7.18565
4.52402,2.47855,0.459929,2.09293,1.42322,-3.8554,2.01584,-1.66743,-4.91691,-9.80628,-7.94747,-8.52697,-14.7868,-9.6039,-4.10855,-10.729,-8.14106,-14.0241,-9.71628,-12.1214,-14.4715,-13.6351,-12.1404,-9.57686,-12.9772,-7.9363,-14.2497,-13.3371,-10.8379,-3.24954,-10.8635,-2.45659,6.87996,3.74231,5.28352,1.69774,8.45261
-3.69596,2.41109,-5.29559,0.974117,-1.51668,-21.1627,-5.32539,-9.89659,-0.958146,-7.04159,-3.49193,-2.74632,-13.47,-1.74968,-14.733,-21.0366,-22.5787,-6.33201,-11.9055,-7.99844,-6.78017,-12.1616,-8.05672,-9.74161,-6.8007,-10.6731,-19.0398,-6.15585,-2.66692,-4.88381,-3.07128,2.39886,5.65102,0.753617,1.82429,7.81569,5.28807
10.8977,-16.1967,-2.47394,-11.1684,3.2908,-3.31123,-5.055,-9.84556,-2.06931,-25.831,-19.5539,-23.9142,-2.17071,-9.64419,-6.76677,-12.8031,-13.0984,-9.73768,-23.2532,-9.42204,-17.9816,-13.3984,-12.6645,-10.3734,-15.7598,-15.4912,-9.789,-11.6483,-17.3783,-14.3191,0.691593,-5.14248,0.308239,-2.52923,7.35138,4.90556,11.2454
12.1904,5.49346,-5.39334,2.10227,3.07996,-0.139663,-5.6275,-0.645196,-4.63657,-3.56207,-10.7173,-13.1037,-17.851,-4.17294,-6.90782,-8.3019,-9.92137,-11.8436,-9.68829,-7.66299,-5.42706,-11.86,-7.72211,-20.7514,-7.46808,-8.82037,-7.39322,-9.71698,-3.88179,-9.44069,-11.2636,-4.31802,6.95989,5.91834,4.52979,10.8667,11.2542
13.9319,10.612,-1.95036,0.413005,0.57717,-15.9171,-3.46013,1.77049,-5.19356,-8.00002,-2.26419,-10.3019,0.195958,-11.5917,-8.64431,-6.33187,-9.23337,-11.6272,-13.5559,-12.5603,-17.0102,-17.8219,-7.3943,-10.7971,-12.5745,-10.359,-10.6547,-8.80679,-5.96707,-6.53219,-2.77692,-8.57481,6.03726,-0.662025,-1.70497,3.3409,6.2804
11.3349,11.1793,0.392588,12.1825,2.58896,-6.3294,0.336424,-2.52276,-7.18471,-7.20998,-3.1145,-0.746054,-3.12361,-7.43318,-10.2448,-2.84857,-14.5244,-7.67969,-9.65707,-8.27745,-15.6474,-9.58945,-21.6091,-6.32841,-8.86007,-7.45233,-3.51736,-11.0509,-4.21102,-33.252,-2.3062,2.71364,4.48641,-6.25333,1.39386,7.05857,14.0122
15.5301,7.17046,4.72784,-0.695824,-2.54787,3.37152,-11.6196,1.7714,-8.60529,-14.4182,-2.9201,-0.72694,-6.73721,-17.3563,-3.63227,-33.4523,-16.3569,-9.47197,-19.1316,-10.7261,-14.8945,-6.45731,-10.3184,-11.7213,-15.4632,-19.0717,-11.1922,-28.9159,-6.1933,-4.73406,-6.97678,-0.472751,-1.30682,3.16327,-1.65705,9.15133,15.6065
-0.356373,1.91877,6.69423,-4.70485,0.336664,0.426176,-4.58438,-14.4625,-3.54087,-4.00884,-12.8709,-16.7636,-9.31039,-19.6641,-11.3349,-5.91673,-10.1499,-7.63441,-23.1982,-10.3939,-10.2925,-14.4244,-13.9286,-11.7178,-13.9525,-12.9994,-10.5452,-9.69843,-3.66345,-8.66135,-8.11776,-2.09968,-3.12033,-4.03476,2.23208,8.22313,3.66935
1.77221,9.56176,8.76588,0.503021,-14.1583,0.567011,-0.565166,-2.53135,0.953338,-9.98583,-3.33418,-1.04509,-10.5304,-12.3265,-8.75496,-10.3588,-14.9963,-10.3912,-5.3865,-14.2338,-16.4616,-18.52,-22.5697,-8.59532,-10.3526,-9.05108,-15.7086,-7.90975,-14.4443,-0.130343,-2.10144,0.972482,-3.3682,4.18221,-2.66005,4.68614,7.29862
-0.926282,8.21936,5.08028,-1.83996,7.83992,0.376604,4.57814,-4.93435,-7.87531,-9.37875,-9.83598,-10.8399,-9.63829,-7.24588,-14.7016,-12.2869,-6.90366,-7.05352,-14.518,-5.7049,-9.84543,-8.44963,-21.4824,-24.7189,-11.3181,-11.4285,-10.3291,-11.953,-6.54435,-9.95433,2.81691,-0.969369,-6.46932,6.94604,2.30018,11.8949,6.54956
3.242,3.57656,3.6911,3.43625,0.399561,-1.58954,-12.2726,0.35674,-11.6553,-16.9167,-7.57931,-3.90753,-7.45356,-6.53113,-15.5524,-14.0253,-12.4006,-27.7347,-7.73974,-21.7045,-15.7565,-18.8671,-14.4168,-14.6261,-4.78846,-14.4863,-18.2174,-5.99362,-5.99326,-22.4088,1.39972,3.83423,-3.74899,8.6388,6.07721,12.6785,-3.19952
2.26481,8.92549,1.84992,1.00846,-9.60626,1.58683,-1.68051,-12.6675,-4.25057,-3.31725,-9.70728,-10.2792,-2.79491,-7.60086,-21.7848,-5.61738,-13.2917,-8.79342,-9.23578,-7.42894,-20.2419,-10.7915,-8.47257,-15.0257,-13.2786,-10.7705,-16.1996,-11.6293,-9.36383,-14.4324,-15.7577,4.32252,0.0627917,6.07901,-1.17072,2.15107,6.03168
-19.4645,-5.73756,-4.62228,-8.21895,-1.64497,-6.10949,-9.61523,-10.4281,-13.0873,-3.1624,-14.4915,-13.6838,-5.72914,-10.3184,-8.89524,-17.1774,-20.635,-23.1768,-11.2838,-11.8863,-11.2939,-24.9218,-10.3735,-20.4836,-6.60245,-10.006,-12.6454,-3.78966,-15.2101,-0.907288,0.227778,3.66943,-3.94253,-0.748804,2.24785,2.14436,0.194563
-10.9937,-0.0266709,-3.98753,-1.73021,0.433962,0.764745,-2.99324,-2.46364,-2.61366,-13.5327,-8.58825,-1.14865,-10.2922,-5.18139,-15.2189,-15.7071,-5.92018,-15.1822,-12.285,-12.7211,-4.10683,-6.02315,-3.89969,-4.29475,-7.78671,-9.0975,-3.29895,-3.53444,-2.46255,2.82089,-1.08859,-7.05626,2.02818,-5.15691,-4.33143,-5.85848,-5.42487
-2.78421,5.61727,-7.11938,-4.85634,-4.32522,-3.69169,4.90348,-10.4507,-7.71409,-6.26828,-3.54736,-14.874,-13.5405,-0.657909,-8.56304,-9.84328,-12.4828,-5.55258,-5.55739,-11.3672,-17.1418,-20.4264,-10.3,-9.01085,-8.0263,-5.64408,-10.1554,-2.76575,-4.76716,3.29733,-5.12765,-10.5446,-4.48192,-6.51871,0.232776,0.0132412,2.67023
0.707882,-5.3151,-0.333916,-1.32497,1.70636,-5.24851,-1.45305,-5.26663,5.80395,-12.4378,-9.58528,-0.718124,-5.58001,-2.1326,-7.84306,0.809362,-0.656152,-0.404868,-3.55833,-7.03892,-7.76726,-2.00706,0.187952,-18.4482,-2.93481,-3.96366,1.01908,-1.57428,-0.462674,-15.2905,-7.62931,-5.20802,1.59572,4.35359,-5.52029,-0.498443,-6.82196
1.11943,-2.29901,4.30218,4.25652,5.39756,-0.852412,-0.666952,-0.0281876,2.43935,4.25635,-7.32505,-3.91272,2.34658,-4.68334,3.44142,1.34946,2.3392,0.494642,2.17837,-2.26229,1.91099,-1.78223,-12.2069,-6.2838,-0.0562326,1.10747,-1.73259,-13.8045,-12.9015,-10.4485,4.66495,-5.15853,-4.25727,-5.19741,1.2592,-14.9727,-5.98971
1.89611,-7.15426,3.80976,-6.73367,-1.08539,3.07875,1.90381,-9.41161,-6.6306,1.3706,2.66597,-5.11742,-1.35252,3.01152,1.13776,1.16018,2.93523,1.56324,1.58463,1.43243,10.0595,8.89018,0.0873892,1.05346,-0.330084,-4.45118,-3.29661,2.72043,4.67713,1.70357,1.10035,0.343082,-0.314691,4.16172,-1.41798,-4.1575,-4.74083
3.83424,-5.55886,2.29247,-1.53634,0.927296,4.51466,0.298958,8.59623,4.58761,5.15745,5.35349,2.4316,2.91637,1.43866,-15.2429,0.6082,10.946,8.83782,4.75695,9.8773,-6.06869,9.58095,9.26102,12.5688,2.29056,8.17224,11.5256,-4.49671,9.76143,-1.37701,2.99076,8.23199,12.3703,10.9623,-0.396479,5.36285,5.73568
5.96255,14.0834,-3.93797,4.84597,16.1579,12.2247,9.72791,3.40622,3.02001,14.3454,10.9507,4.36994,4.5872,9.7754,14.1451,13.4245,13.4563,16.7389,9.34666,8.40537,18.3112,14.4985,7.94665,8.05854,14.1317,12.7466,14.395,2.91804,12.8022,6.62794,13.9532,8.42591,11.7454,12.8561,12.4913,7.29989,-2.88143
10.7178,-3.8888,14.1708,7.93577,15.3794,10.8705,17.166,18.9448,17.8364,11.5928,18.0986,22.0495,19.8847,21.9149,19.8911,23.8207,18.8549,5.66752,9.77128,22.3259,14.4239,15.9597,0.697144,11.561,11.5581,11.097,17.3214,3.40833,11.3799,15.9819,6.064,13.7162,-2.32658,2.87382,4.72713,8.88086,6.39194
3.7831,8.71762,9.00039,6.87519,19.0791,20.2667,20.4809,6.90388,2.56723,18.9145,16.3296,24.2206,10.8763,20.789,11.3061,14.225,24.2223,17.0834,14.2159,23.1303,18.8041,25.3428,23.1496,26.504,13.9704,9.75002,-4.08026,14.3383,-1.17273,21.9387,17.5131,2.9343,13.1279,13.7456,14.566,16.2496,15.3732
15.0495,-7.48406,15.4712,15.6658,11.4845,14.1407,16.5724,24.2162,20.3911,22.1714,7.95159,24.1486,24.3461,24.6929,21.0805,24.8584,21.1874,25.529,24.1613,28.1922,14.1929,19.4944,26.3986,28.2965,26.5067,20.2886,19.9082,-5.80871,19.9325,13.567,9.73471,19.9522,19.4424,13.3958,5.19343,13.4599,6.38455
1.90574,10.7236,18.113,19.1513,22.4484,20.8992,-1.08229,22.2208,19.0668,21.9391,21.8068,21.683,22.009,23.1306,21.5371,33.122,18.9196,28.0615,33.0968,32.1345,8.82322,27.6731,29.3633,28.2608,27.0684,15.7079,14.4088,18.3083,22.8336,17.8261,22.8933,15.4785,9.72517,17.9823,15.4029,6.58878,13.158
12.8555,19.8475,6.01913,17.4505,11.0882,15.7399,27.1435,22.0313,17.2882,25.7221,25.3066,21.9087,21.3076,20.9212,26.4838,30.8522,19.0206,27.8878,27.4574,27.7538,26.7768,26.3811,14.6722,31.9856,29.3663,28.4249,23.5797,18.6773,25.6598,14.7912,16.0571,19.104,19.2015,24.162,14.6857,16.9566,6.97893
9.10124,10.9175,5.22125,18.2829,18.0608,22.1785,18.2519,25.3814,21.9947,19.7141,13.5275,25.2454,23.2713,24.6152,34.2512,3.13304,28.383,35.3787,31.0749,28.5944,27.1933,32.2416,19.6162,28.3939,22.6439,20.8394,19.8812,25.8719,12.8535,12.9722,10.646,16.1229,22.085,19.7198,14.9657,15.0802,15.9601
14.1316,8.98871,9.42985,14.4918,13.8545,17.7414,19.0216,25.3407,24.9729,24.8697,25.3556,31.7242,31.7682,31.3665,28.7872,32.2414,35.3413,32.1047,33.4627,34.5098,33.8238,33.227,27.7677,35.1407,29.5756,26.2257,24.5771,22.3443,31.037,25.8309,23.5834,17.2406,21.4006,15.881,17.0496,13.5865,12.9078
-0.32645,11.248,1.15387,19.0235,23.2147,21.6811,18.7446,23.9815,24.3031,23.2372,32.184,31.0224,36.3478,26.0749,38.8397,33.7733,34.6483,34.9717,34.8644,32.5384,33.4536,33.606,22.6663,36.7003,33.8977,31.2545,15.1955,27.0219,16.1801,26.7442,26.7084,21.2136,17.4922,12.5098,14.7354,-3.42224,7.56358
9.09901,12.2851,12.3294,21.5574,16.9783,25.9184,22.4405,7.41541,20.7305,28.8764,30.379,32.3894,27.4958,27.6156,28.2324,34.3238,35.4163,32.5304,31.7938,34.8201,34.1926,35.82,38.5128,27.2673,34.2798,26.5761,24.6572,24.3561,22.27,19.7385,16.1639,13.4002,19.7418,6.98741,12.2815,9.32807,4.08313
7.59013,8.80895,12.6914,13.1134,17.6995,18.3828,21.2902,17.4001,29.0479,29.872,16.8848,15.5689,26.5812,36.7472,35.4189,33.2561,33.3376,32.3282,32.7109,33.6538,34.682,33.4392,27.7767,29.7499,30.493,21.6636,33.9712,30.465,25.1523,24.696,20.509,11.5835,12.6404,13.4951,9.26005,11.4775,4.63182
6.19695,0.660728,9.28819,9.61183,11.3749,13.7031,18.519,25.4967,31.5914,32.2043,19.8607,30.9429,34.8805,30.0361,30.7516,33.6866,33.9028,36.4008,35.7039,36.1375,33.4887,35.3717,33.1253,29.9702,23.6429,25.082,14.1519,27.8417,19.9153,21.8425,16.8718,18.5646,11.7959,20.6785,2.20597,-2.68488,-12.993
2.98333,12.4614,8.21515,13.5019,17.5617,19.9472,6.29625,25.688,30.0061,33.1858,32.6339,29.8674,29.4177,31.7073,29.2669,34.0707,32.1074,36.1479,34.4349,36.3221,32.7576,32.1509,35.3814,32.4794,36.4396,26.8237,15.0435,29.9855,23.8417,19.0084,22.5371,13.8312,10.2192,10.8532,-17.2344,6.74802,-4.08716
